name	term	lev	seq	value
"protease binding"	GO:0002020	2	XM_022431111.1	0.392785413882296
"protease binding"	GO:0002020	2	XM_022435994.1	-0.290297734932632
"protease binding"	GO:0002020	2	XM_022447860.1	-1.06206295047892
"protease binding"	GO:0002020	2	XM_022457807.1	-0.515792799841174
"protease binding"	GO:0002020	2	XM_022461034.1	-0.282333030701662
"protease binding"	GO:0002020	2	XM_022467179.1	0.392785413882296
"protease binding"	GO:0002020	2	XM_022473783.1	-0.286235735503558
"protease binding"	GO:0002020	2	XM_022473796.1	0.282333030701662
"protease binding"	GO:0002020	2	XM_022473893.1	0.086849628041072
"protease binding"	GO:0002020	2	XM_022488501.1	-0.769285773658328
"protease binding"	GO:0002020	2	XM_022488801.1	-0.282333030701662
"NAD+ kinase activity"	GO:0003951	5	XM_022431963.1	0.392785413882296
"NAD+ kinase activity"	GO:0003951	5	XM_022432406.1	-1.38968956397596
"NAD+ kinase activity"	GO:0003951	5	XM_022435698.1	0.423546323475972
"NAD+ kinase activity"	GO:0003951	5	XM_022438126.1	0.292391849854305
"NAD+ kinase activity"	GO:0003951	5	XM_022464817.1	0.187104624567552
"NAD+ kinase activity"	GO:0003951	5	XM_022477954.1	-0.29671364121006
"NAD+ kinase activity"	GO:0003951	5	XM_022489517.1	0.28329433471696
"GTPase activity"	GO:0003924	7	XM_022430534.1	0.772243568882912
"GTPase activity"	GO:0003924	7	XM_022434096.1	-0.645274999106654
"GTPase activity"	GO:0003924	7	XM_022434909.1	1.40735425420942
"GTPase activity"	GO:0003924	7	XM_022438184.1	0.394175265496781
"GTPase activity"	GO:0003924	7	XM_022438236.1	0.51771078792788
"GTPase activity"	GO:0003924	7	XM_022439159.1	0.0879663069167629
"GTPase activity"	GO:0003924	7	XM_022439475.1	0.508315220066844
"GTPase activity"	GO:0003924	7	XM_022444666.1	2.60333769172305
"GTPase activity"	GO:0003924	7	XM_022446113.1	-0.781306720019307
"GTPase activity"	GO:0003924	7	XM_022448449.1	0.515792799841174
"GTPase activity"	GO:0003924	7	XM_022448873.1	0.282333030701662
"GTPase activity"	GO:0003924	7	XM_022450970.1	-0.182080374442047
"GTPase activity"	GO:0003924	7	XM_022453426.1	0.0882521755053615
"GTPase activity"	GO:0003924	7	XM_022453643.1	0.284265116807194
"GTPase activity"	GO:0003924	7	XM_022457625.1	0.772243568882912
"GTPase activity"	GO:0003924	7	XM_022473162.1	0.205862057369272
"GTPase activity"	GO:0003924	7	XM_022476280.1	1.24186726067889
"GTPase activity"	GO:0003924	7	XM_022476517.1	0.398430051440092
"GTPase activity"	GO:0003924	7	XM_022477943.1	0
"GTPase activity"	GO:0003924	7	XM_022478787.1	0.766358723984982
"GTPase activity"	GO:0003924	7	XM_022479536.1	-0.28329433471696
"GTPase activity"	GO:0003924	7	XM_022479883.1	1.56690325829552
"GTPase activity"	GO:0003924	7	XM_022480837.1	-0.775232632688993
"GTPase activity"	GO:0003924	7	XM_022482121.1	-1.38392895814985
"GTPase activity"	GO:0003924	7	XM_022483826.1	0.181479635559921
"GTPase activity"	GO:0003924	7	XM_022484659.1	-0.635596834306803
"GTPase activity"	GO:0003924	7	XM_022486128.1	-0.925977726794284
"GTPase activity"	GO:0003924	7	XM_022488582.1	3.33600438987365
"GTPase activity"	GO:0003924	7	XM_022488600.1	0.0874026923616465
"GTPase activity"	GO:0003924	7	XM_022489200.1	0.0879663069167629
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022434868.1	0.0885408094983969
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022436240.1	-2.14400065227192
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022436469.1	-0.635596834306803
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022436784.1	0.519648874087234
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022437377.1	0.181479635559921
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022438058.1	1.06206295047892
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022443370.1	-2.82468973733075
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022443698.1	-0.184542659192243
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022444060.1	0.512015781109501
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022444500.1	1.75320948493598
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022444852.1	-0.284265116807194
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022451174.1	-0.961240613489979
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022452189.1	1.62986330711471
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022458782.1	1.62986330711471
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022460144.1	0.914978193186887
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022460949.1	1.1022830840962
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022462622.1	-0.657964616743809
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022463490.1	-0.766358723984982
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022465259.1	-0.282333030701662
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022466440.1	0.0932351124847833
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022466699.1	-1.06633907254734
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022467528.1	1.40735425420942
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022468156.1	0.286235735503558
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022468438.1	-0.51771078792788
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022474376.1	0.512015781109501
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022474784.1	-0.508315220066844
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022475332.1	-0.515792799841174
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022477391.1	-1.24186726067889
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022479653.1	-0.508315220066844
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022480278.1	1.76081729716485
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022480436.1	-0.512015781109501
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022481670.1	0
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022483039.1	0
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022484859.1	0.508315220066844
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022485375.1	0
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022488255.1	0.0879663069167629
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022488295.1	0.0879663069167629
"guanyl-nucleotide exchange factor activity"	GO:0005085;GO:0051020	2	XM_022488349.1	-1.56690325829552
"DNA polymerase activity"	GO:0003964;GO:0034061	3	XM_022439145.1	-0.181479635559921
"DNA polymerase activity"	GO:0003964;GO:0034061	3	XM_022440889.1	-0.647758800127141
"DNA polymerase activity"	GO:0003964;GO:0034061	3	XM_022464418.1	-0.394175265496781
"DNA polymerase activity"	GO:0003964;GO:0034061	3	XM_022474324.1	-0.508315220066844
"DNA polymerase activity"	GO:0003964;GO:0034061	3	XM_022476058.1	0.0871248619602329
"lipase activity"	GO:0004620;GO:0016298	2	XM_022430517.1	0.0879663069167629
