NC_035780.1	401630	401632	53	NC_035780.1	394983	409280	0
NC_035780.1	571138	571140	58	NC_035780.1	544088	573497	0
NC_035780.1	1882691	1882693	64	NC_035780.1	1882143	1890106	0
NC_035780.1	1885022	1885024	61	NC_035780.1	1882143	1890106	0
NC_035780.1	1933499	1933501	51	NC_035780.1	1928718	1940217	0
NC_035780.1	2538924	2538926	-50	NC_035780.1	2524425	2553408	0
NC_035780.1	2541726	2541728	-54	NC_035780.1	2524425	2553408	0
NC_035780.1	2584492	2584494	56	NC_035780.1	2554181	2599559	0
NC_035780.1	2586508	2586510	-53	NC_035780.1	2554181	2599559	0
NC_035780.1	2589720	2589722	57	NC_035780.1	2554181	2599559	0
NC_035780.1	4286286	4286288	67	NC_035780.1	4282771	4298209	0
NC_035780.1	4286802	4286804	-62	NC_035780.1	4282771	4298209	0
NC_035780.1	4288213	4288215	-58	NC_035780.1	4282771	4298209	0
NC_035780.1	4289628	4289630	-52	NC_035780.1	4282771	4298209	0
NC_035780.1	8693287	8693289	-52	NC_035780.1	8692509	8698183	0
NC_035780.1	8833124	8833126	60	NC_035780.1	8829533	8833841	0
NC_035780.1	9110274	9110276	-63	NC_035780.1	9103662	9111843	0
NC_035780.1	12631453	12631455	60	NC_035780.1	12630576	12697104	0
NC_035780.1	15412264	15412266	50	NC_035780.1	15350536	15428837	0
NC_035780.1	15414934	15414936	51	NC_035780.1	15350536	15428837	0
NC_035780.1	17093218	17093220	-52	NC_035780.1	17089706	17093548	0
NC_035780.1	17488958	17488960	-57	NC_035780.1	17457431	17541765	0
NC_035780.1	19149580	19149582	-61	NC_035780.1	19113704	19150486	0
NC_035780.1	19482568	19482570	56	NC_035780.1	19475014	19496585	0
NC_035780.1	19968152	19968154	-60	NC_035780.1	19964628	19969093	0
NC_035780.1	22177828	22177830	-51	NC_035780.1	22071505	22257650	0
NC_035780.1	22177828	22177830	-51	NC_035780.1	22144200	22228175	0
NC_035780.1	22276726	22276728	55	NC_035780.1	22269635	22278631	0
NC_035780.1	24227052	24227054	79	NC_035780.1	24218680	24228020	0
NC_035780.1	24258094	24258096	-50	NC_035780.1	24250832	24260358	0
NC_035780.1	25858297	25858299	-51	NC_035780.1	25822372	25884623	0
NC_035780.1	26676903	26676905	-61	NC_035780.1	26659273	26696606	0
NC_035780.1	27396182	27396184	52	NC_035780.1	27361633	27399528	0
NC_035780.1	27482716	27482718	52	NC_035780.1	27467847	27490600	0
NC_035780.1	28493519	28493521	-53	NC_035780.1	28489151	28499544	0
NC_035780.1	28739472	28739474	62	NC_035780.1	28734177	28740474	0
NC_035780.1	30150623	30150625	-55	NC_035780.1	30141813	30153309	0
NC_035780.1	31302904	31302906	-60	NC_035780.1	31295876	31307973	0
NC_035780.1	31302934	31302936	-58	NC_035780.1	31295876	31307973	0
NC_035780.1	31303159	31303161	-58	NC_035780.1	31295876	31307973	0
NC_035780.1	31303207	31303209	-60	NC_035780.1	31295876	31307973	0
NC_035780.1	32447267	32447269	63	NC_035780.1	32442550	32450480	0
NC_035780.1	32717030	32717032	-52	NC_035780.1	32697475	32718987	0
NC_035780.1	32766797	32766799	58	NC_035780.1	32746900	32773125	0
NC_035780.1	32766797	32766799	58	NC_035780.1	32754200	32800756	0
NC_035780.1	32787976	32787978	-60	NC_035780.1	32754200	32800756	0
NC_035780.1	35969128	35969130	-53	NC_035780.1	35960923	35999467	0
NC_035780.1	38002468	38002470	-57	NC_035780.1	38000541	38011441	0
NC_035780.1	38014597	38014599	-50	NC_035780.1	38013612	38033065	0
NC_035780.1	38085952	38085954	59	NC_035780.1	38078620	38087856	0
NC_035780.1	38132128	38132130	55	NC_035780.1	38130571	38134205	0
NC_035780.1	38236493	38236495	50	NC_035780.1	38209799	38243110	0
NC_035780.1	43027588	43027590	50	NC_035780.1	43023506	43032422	0
NC_035780.1	43327056	43327058	50	NC_035780.1	43324882	43331405	0
NC_035780.1	48165057	48165059	72	NC_035780.1	48156159	48172553	0
NC_035780.1	49916825	49916827	-52	NC_035780.1	49906461	49921533	0
NC_035780.1	54074030	54074032	-52	NC_035780.1	54056039	54080164	0
NC_035780.1	54211052	54211054	-62	NC_035780.1	54209853	54212984	0
NC_035780.1	55484705	55484707	-52	NC_035780.1	55482623	55484919	0
NC_035780.1	55852212	55852214	58	NC_035780.1	55842639	55853933	0
NC_035780.1	57337100	57337102	-54	NC_035780.1	57313370	57338228	0
NC_035780.1	58135767	58135769	74	NC_035780.1	58135923	58150035	155
NC_035780.1	60359486	60359488	65	NC_035780.1	60354242	60376358	0
NC_035780.1	60587461	60587463	-74	NC_035780.1	60582499	60600638	0
NC_035780.1	62750217	62750219	53	NC_035780.1	62741197	62750429	0
NC_035780.1	62782868	62782870	-50	NC_035780.1	62781848	62790222	0
NC_035781.1	275904	275906	53	NC_035781.1	270013	278295	0
NC_035781.1	631436	631438	-60	NC_035781.1	629192	640054	0
NC_035781.1	631899	631901	-57	NC_035781.1	629192	640054	0
NC_035781.1	783409	783411	-50	NC_035781.1	778370	786566	0
NC_035781.1	1874187	1874189	-51	NC_035781.1	1857266	1876606	0
NC_035781.1	2169468	2169470	-58	NC_035781.1	2167518	2177787	0
NC_035781.1	2277404	2277406	57	NC_035781.1	2272619	2290963	0
NC_035781.1	2383028	2383030	67	NC_035781.1	2381708	2410563	0
NC_035781.1	2454890	2454892	-50	NC_035781.1	2453079	2463423	0
NC_035781.1	5035159	5035161	-51	NC_035781.1	5018960	5038201	0
NC_035781.1	5386447	5386449	50	NC_035781.1	5383711	5397505	0
NC_035781.1	5648771	5648773	-55	NC_035781.1	5623609	5686073	0
NC_035781.1	5652041	5652043	63	NC_035781.1	5623609	5686073	0
NC_035781.1	5928086	5928088	52	NC_035781.1	5886123	5961792	0
NC_035781.1	7609505	7609507	57	NC_035781.1	7589782	7641768	0
NC_035781.1	7609505	7609507	57	NC_035781.1	7590843	7626904	0
NC_035781.1	7626510	7626512	-56	NC_035781.1	7589782	7641768	0
NC_035781.1	7626510	7626512	-56	NC_035781.1	7590843	7626904	0
NC_035781.1	8787455	8787457	55	NC_035781.1	8783486	8790616	0
NC_035781.1	9369563	9369565	51	NC_035781.1	9365907	9372778	0
NC_035781.1	10383010	10383012	-58	NC_035781.1	10296923	10783376	0
NC_035781.1	10383010	10383012	-58	NC_035781.1	10381195	10388001	0
NC_035781.1	10427419	10427421	56	NC_035781.1	10296923	10783376	0
NC_035781.1	10427419	10427421	56	NC_035781.1	10416559	10438076	0
NC_035781.1	10427642	10427644	63	NC_035781.1	10296923	10783376	0
NC_035781.1	10427642	10427644	63	NC_035781.1	10416559	10438076	0
NC_035781.1	10430444	10430446	-52	NC_035781.1	10296923	10783376	0
NC_035781.1	10430444	10430446	-52	NC_035781.1	10416559	10438076	0
NC_035781.1	13033010	13033012	-63	NC_035781.1	13027454	13041540	0
NC_035781.1	13281049	13281051	-51	NC_035781.1	13268605	13286933	0
NC_035781.1	20126029	20126031	-52	NC_035781.1	20125441	20128033	0
NC_035781.1	20200244	20200246	-68	NC_035781.1	20190184	20206936	0
NC_035781.1	20620123	20620125	57	NC_035781.1	20621318	20627158	1194
NC_035781.1	22439769	22439771	53	NC_035781.1	22434445	22454564	0
NC_035781.1	22901072	22901074	54	NC_035781.1	22898163	22915582	0
NC_035781.1	23710326	23710328	-54	NC_035781.1	23547365	23984687	0
NC_035781.1	23710326	23710328	-54	NC_035781.1	23704212	23726612	0
NC_035781.1	24354115	24354117	-51	NC_035781.1	24351436	24359576	0
NC_035781.1	24474567	24474569	53	NC_035781.1	24468785	24491957	0
NC_035781.1	28525219	28525221	50	NC_035781.1	28506678	28526775	0
NC_035781.1	28992818	28992820	52	NC_035781.1	28992071	28998845	0
NC_035781.1	29126963	29126965	51	NC_035781.1	29124655	29135389	0
NC_035781.1	29178318	29178320	-55	NC_035781.1	29151204	29172604	-5715
NC_035781.1	29385292	29385294	56	NC_035781.1	29382512	29399362	0
NC_035781.1	29765549	29765551	-51	NC_035781.1	29764721	29773190	0
NC_035781.1	30062222	30062224	60	NC_035781.1	30056439	30061881	-342
NC_035781.1	30153250	30153252	51	NC_035781.1	30149304	30155205	0
NC_035781.1	30488984	30488986	51	NC_035781.1	30478461	30490287	0
NC_035781.1	30789623	30789625	-57	NC_035781.1	30781806	30790310	0
NC_035781.1	30803513	30803515	-54	NC_035781.1	30799383	30817008	0
NC_035781.1	30827585	30827587	55	NC_035781.1	30824874	30840658	0
NC_035781.1	31150010	31150012	53	NC_035781.1	31150663	31153670	652
NC_035781.1	32146059	32146061	52	NC_035781.1	32127204	32162055	0
NC_035781.1	37444181	37444183	56	NC_035781.1	37438984	37455180	0
NC_035781.1	39583208	39583210	-50	NC_035781.1	39546923	39580797	-2412
NC_035781.1	42529448	42529450	-50	NC_035781.1	42509323	42544567	0
NC_035781.1	43054122	43054124	-60	NC_035781.1	43048000	43060502	0
NC_035781.1	43382430	43382432	52	NC_035781.1	43360157	43391468	0
NC_035781.1	43563161	43563163	56	NC_035781.1	43561226	43574491	0
NC_035781.1	44165242	44165244	-53	NC_035781.1	44140859	44172691	0
NC_035781.1	45110112	45110114	73	NC_035781.1	45108521	45113815	0
NC_035781.1	45110203	45110205	-51	NC_035781.1	45108521	45113815	0
NC_035781.1	47215727	47215729	52	NC_035781.1	47208391	47245757	0
NC_035781.1	47331062	47331064	-56	NC_035781.1	47321473	47343589	0
NC_035781.1	49000882	49000884	61	NC_035781.1	48983080	49017599	0
NC_035781.1	49178842	49178844	-51	NC_035781.1	49167988	49196227	0
NC_035781.1	50711254	50711256	-71	NC_035781.1	50668564	50706175	-5080
NC_035781.1	53358699	53358701	56	NC_035781.1	53327375	53366545	0
NC_035781.1	53358848	53358850	-55	NC_035781.1	53327375	53366545	0
NC_035781.1	53364501	53364503	-58	NC_035781.1	53327375	53366545	0
NC_035781.1	53374025	53374027	-57	NC_035781.1	53367140	53376491	0
NC_035781.1	53674857	53674859	68	NC_035781.1	53662040	53678590	0
NC_035781.1	54151548	54151550	54	NC_035781.1	54154390	54158289	2841
NC_035781.1	54715613	54715615	56	NC_035781.1	54712172	54728416	0
NC_035781.1	54716976	54716978	-52	NC_035781.1	54712172	54728416	0
NC_035781.1	54737383	54737385	56	NC_035781.1	54736644	54742128	0
NC_035781.1	54790379	54790381	61	NC_035781.1	54783500	54803452	0
NC_035781.1	56224734	56224736	58	NC_035781.1	56213473	56245772	0
NC_035781.1	56296256	56296258	63	NC_035781.1	56292117	56296488	0
NC_035781.1	57902071	57902073	-51	NC_035781.1	57866843	57913370	0
NC_035781.1	59274788	59274790	51	NC_035781.1	59272570	59279290	0
NC_035781.1	59274911	59274913	61	NC_035781.1	59272570	59279290	0
NC_035781.1	59590229	59590231	51	NC_035781.1	59566969	59596465	0
NC_035781.1	59605796	59605798	-53	NC_035781.1	59597843	59609037	0
NC_035781.1	59696862	59696864	-51	NC_035781.1	59688080	59711516	0
NC_035781.1	59698879	59698881	66	NC_035781.1	59688080	59711516	0
NC_035781.1	59716717	59716719	54	NC_035781.1	59711527	59723654	0
NC_035781.1	59717177	59717179	56	NC_035781.1	59711527	59723654	0
NC_035781.1	59742649	59742651	-65	NC_035781.1	59725757	59746413	0
NC_035782.1	3352881	3352883	56	NC_035782.1	3351009	3370251	0
NC_035782.1	4508265	4508267	-50	NC_035782.1	4506640	4508824	0
NC_035782.1	4729348	4729350	55	NC_035782.1	4716673	4763219	0
NC_035782.1	6260447	6260449	-54	NC_035782.1	6257699	6263526	0
NC_035782.1	6425688	6425690	55	NC_035782.1	6418633	6435112	0
NC_035782.1	6675419	6675421	-50	NC_035782.1	6672669	6681158	0
NC_035782.1	6685343	6685345	-68	NC_035782.1	6685983	6707220	639
NC_035782.1	6685349	6685351	-50	NC_035782.1	6685983	6707220	633
NC_035782.1	6686535	6686537	-55	NC_035782.1	6685983	6707220	0
NC_035782.1	6897406	6897408	-53	NC_035782.1	6898189	6901944	782
NC_035782.1	8707637	8707639	52	NC_035782.1	8700495	8739466	0
NC_035782.1	15147632	15147634	-68	NC_035782.1	15129491	15184149	0
NC_035782.1	15148526	15148528	-50	NC_035782.1	15129491	15184149	0
NC_035782.1	15285000	15285002	-54	NC_035782.1	15241545	15287834	0
NC_035782.1	15347935	15347937	55	NC_035782.1	15344220	15354917	0
NC_035782.1	19354457	19354459	53	NC_035782.1	19347879	19359308	0
NC_035782.1	20856833	20856835	-59	NC_035782.1	20784632	20966671	0
NC_035782.1	22251780	22251782	-53	NC_035782.1	22248885	22288352	0
NC_035782.1	22559283	22559285	52	NC_035782.1	22558708	22571865	0
NC_035782.1	22569027	22569029	-50	NC_035782.1	22558708	22571865	0
NC_035782.1	23870428	23870430	74	NC_035782.1	23866796	23874758	0
NC_035782.1	25351681	25351683	52	NC_035782.1	25316090	25379174	0
NC_035782.1	26339741	26339743	-59	NC_035782.1	26315807	26367258	0
NC_035782.1	26344076	26344078	-51	NC_035782.1	26315807	26367258	0
NC_035782.1	29760016	29760018	50	NC_035782.1	29755965	29765987	0
NC_035782.1	34280754	34280756	-50	NC_035782.1	34044936	34574288	0
NC_035782.1	34498893	34498895	-55	NC_035782.1	34044936	34574288	0
NC_035782.1	34498895	34498897	-71	NC_035782.1	34044936	34574288	0
NC_035782.1	35693355	35693357	-55	NC_035782.1	35680608	35712587	0
NC_035782.1	37370860	37370862	73	NC_035782.1	37327578	37376173	0
NC_035782.1	37370872	37370874	75	NC_035782.1	37327578	37376173	0
NC_035782.1	37370881	37370883	68	NC_035782.1	37327578	37376173	0
NC_035782.1	37843185	37843187	-55	NC_035782.1	37840574	37864852	0
NC_035782.1	40860496	40860498	59	NC_035782.1	40855462	40903364	0
NC_035782.1	41847823	41847825	-50	NC_035782.1	41843835	41862230	0
NC_035782.1	43017702	43017704	54	NC_035782.1	43015955	43060465	0
NC_035782.1	45180768	45180770	-62	NC_035782.1	45161553	45190186	0
NC_035782.1	45857195	45857197	52	NC_035782.1	45855457	45861802	0
