NC_035781.1	20620123	20620125	57
NC_035781.1	30062222	30062224	60
NC_035781.1	31150010	31150012	53
NC_035781.1	39583208	39583210	-50
NC_035781.1	50711254	50711256	-71
NC_035782.1	6897406	6897408	-53
NC_035782.1	58675230	58675232	52
NC_035782.1	65377028	65377030	51
NC_035782.1	72205396	72205398	-55
NC_035783.1	11164219	11164221	-62
NC_035784.1	2011997	2011999	-60
NC_035784.1	45667412	45667414	56
NC_035784.1	53515949	53515951	50
NC_035784.1	81666532	81666534	-65
NC_035784.1	92841543	92841545	-56
NC_035785.1	31238802	31238804	59
NC_035787.1	42603398	42603400	57
NC_035787.1	42755937	42755939	-54
NC_035787.1	44016221	44016223	70
NC_035787.1	55930618	55930620	52
NC_035788.1	78353418	78353420	-75
